rental_id,customer_id,staff_id,item_id,rental_date,return_date
1341,199,12,6853,2022-02-16,2022-02-19
1342,529,16,11227,2022-02-16,2022-02-19
1343,1208,1,5468,2022-02-16,2022-02-18
1344,711,5,7070,2022-02-16,2022-02-18
1345,1278,16,11417,2022-02-16,2022-02-17
1346,34,10,11231,2022-02-16,2022-02-19
1347,745,11,14925,2022-02-16,2022-02-18
1348,842,1,707,2022-02-16,2022-02-19
1349,1302,3,4483,2022-02-16,2022-02-20
1350,1186,4,13873,2022-02-16,2022-02-18
1351,909,15,2432,2022-02-16,2022-02-20
1352,697,15,2566,2022-02-16,2022-02-17
1353,1297,3,15759,2022-02-17,2022-02-20
1354,91,9,8926,2022-02-17,2022-02-18
1355,837,11,7295,2022-02-17,2022-02-22
1356,869,7,4027,2022-02-17,2022-02-20
1357,1153,4,3755,2022-02-17,2022-02-20
1358,859,8,15176,2022-02-17,2022-02-19
1359,211,14,8004,2022-02-17,2022-02-21
1360,984,13,5224,2022-02-17,2022-02-20
1361,1231,13,11876,2022-02-17,2022-02-18
1362,1204,17,11137,2022-02-17,2022-02-20
1363,298,8,10008,2022-02-17,2022-02-19
1364,365,15,4115,2022-02-17,2022-02-22
1365,138,6,12272,2022-02-17,2022-02-21
1366,1050,7,3912,2022-02-17,2022-02-20
1367,376,7,5953,2022-02-17,2022-02-18
1368,849,8,5932,2022-02-17,2022-02-21
1369,1177,3,2907,2022-02-17,2022-02-18
1370,203,11,695,2022-02-17,2022-02-20
1371,910,12,13864,2022-02-17,2022-02-22
1372,413,1,9432,2022-02-17,2022-02-20
1373,743,3,160,2022-02-17,2022-02-20
1374,706,3,8784,2022-02-17,2022-02-20
1375,1122,13,4410,2022-02-17,2022-02-19
1376,909,14,8837,2022-02-18,2022-02-19
1377,328,7,4678,2022-02-18,2022-02-20
1378,330,17,5223,2022-02-18,2022-02-19
1379,369,12,10279,2022-02-18,2022-02-19
1380,1001,3,6614,2022-02-18,2022-02-20
1381,469,8,11511,2022-02-18,2022-02-20
1382,1312,7,3293,2022-02-18,2022-02-19
1383,608,10,6652,2022-02-18,2022-02-21
1384,1119,12,8146,2022-02-18,2022-02-20
1385,1028,15,2150,2022-02-18,2022-02-22
1386,643,1,15791,2022-02-18,2022-02-20
1387,1135,8,697,2022-02-18,2022-02-20
1388,1011,6,6805,2022-02-18,2022-02-20
1389,453,7,11389,2022-02-18,2022-02-21
1390,152,2,12288,2022-02-18,2022-02-19
1391,27,5,6749,2022-02-18,2022-02-21
1392,433,6,8606,2022-02-18,2022-02-19
1393,1282,17,5454,2022-02-18,2022-02-20
1394,243,13,2354,2022-02-18,2022-02-20
1395,838,11,11138,2022-02-18,2022-02-21
1396,676,2,9337,2022-02-18,2022-02-20
1397,414,11,101,2022-02-21,2022-02-23
1398,1198,17,4014,2022-02-21,2022-02-24
1399,596,13,3269,2022-02-21,2022-02-24
1400,53,8,10228,2022-02-21,2022-02-22
1401,233,15,10091,2022-02-21,2022-02-24
1402,270,4,5103,2022-02-21,2022-02-24
1403,1085,16,14348,2022-02-21,2022-02-23
1404,229,17,15766,2022-02-21,2022-02-23
1405,1033,14,10443,2022-02-21,2022-02-23
1406,949,15,12958,2022-02-21,2022-02-22
1407,757,11,7208,2022-02-21,2022-02-26
1408,596,3,11076,2022-02-22,2022-02-24
1409,764,16,2412,2022-02-22,2022-02-24
1410,607,8,1173,2022-02-22,2022-02-24
1411,356,6,8051,2022-02-22,2022-02-26
1412,1106,1,6480,2022-02-22,2022-02-23
1413,925,6,15818,2022-02-22,2022-02-23
1414,960,8,13667,2022-02-22,2022-02-25
1415,814,16,10969,2022-02-22,2022-02-27
1416,157,14,12821,2022-02-22,2022-02-26
1417,252,17,3738,2022-02-22,2022-02-25
1418,557,9,9,2022-02-22,2022-02-25
1419,676,7,1253,2022-02-22,2022-02-24
1420,762,17,9063,2022-02-23,2022-02-24
1421,448,11,105,2022-02-23,2022-02-25
1422,1063,2,14677,2022-02-23,2022-02-26
1423,1056,1,8906,2022-02-23,2022-02-26
1424,106,6,15120,2022-02-23,2022-02-25
1425,915,4,14166,2022-02-23,2022-02-26
1426,998,6,14325,2022-02-23,2022-02-27
1427,424,10,14661,2022-02-23,2022-02-24
1428,604,2,11278,2022-02-23,2022-02-27
1429,235,13,14817,2022-02-23,2022-02-26
1430,560,4,768,2022-02-23,2022-02-26
1431,791,6,13429,2022-02-23,2022-02-26
1432,1175,9,12056,2022-02-24,2022-02-26
1433,1163,10,5635,2022-02-24,2022-02-28
1434,775,12,11171,2022-02-24,2022-02-26
1435,97,9,3399,2022-02-24,2022-03-02
1436,479,14,10880,2022-02-24,2022-03-01
1437,1062,5,3790,2022-02-24,2022-02-27
1438,547,3,3799,2022-02-24,2022-02-28
1439,797,13,1116,2022-02-24,2022-02-27
1440,1024,10,7728,2022-02-24,2022-02-26
1441,242,17,4292,2022-02-24,2022-02-25
1442,898,1,8379,2022-02-24,2022-02-27
1443,738,7,7624,2022-02-24,2022-02-27
1444,867,6,14528,2022-02-24,2022-02-27
1445,590,6,5058,2022-02-24,2022-02-26
1446,896,10,1204,2022-02-24,2022-02-26
1447,232,16,9517,2022-02-24,2022-02-27
1448,1123,8,15790,2022-02-24,2022-02-27
1449,904,14,2766,2022-02-24,2022-02-26
1450,410,16,8787,2022-02-25,2022-02-28
1451,1175,14,3895,2022-02-25,2022-03-01
1452,765,6,199,2022-02-25,2022-02-26
1453,1245,16,183,2022-02-25,2022-02-28
1454,707,6,482,2022-02-25,2022-02-28
1455,1240,1,5957,2022-02-25,2022-02-27
1456,211,1,13681,2022-02-25,2022-02-28
1457,122,4,11679,2022-02-25,2022-02-28
1458,888,2,6300,2022-02-25,2022-02-26
1459,1131,3,11031,2022-02-25,2022-02-27
1460,687,1,11129,2022-02-25,2022-03-05
1461,1062,1,11443,2022-02-25,2022-02-28
1462,235,13,5341,2022-02-28,2022-03-02
1463,94,12,2203,2022-02-28,2022-03-01
1464,1324,7,3579,2022-02-28,2022-03-03
1465,603,1,1627,2022-02-28,2022-03-01
1466,1169,12,12785,2022-02-28,2022-03-03
1467,1066,12,13713,2022-02-28,2022-03-01
1468,1077,3,11628,2022-02-28,2022-03-03
1469,608,8,1874,2022-02-28,2022-03-02
1470,296,15,11143,2022-02-28,2022-03-02
1471,647,5,12092,2022-02-28,2022-03-01
1472,404,8,9060,2022-02-28,2022-03-01
1473,609,16,5323,2022-02-28,2022-03-03
1474,335,16,14587,2022-02-28,2022-03-01
1475,995,14,11549,2022-02-28,2022-03-04
1476,1081,13,15355,2022-02-28,2022-03-02
1477,1123,11,10941,2022-02-28,2022-03-03
1478,1317,10,4601,2022-02-28,2022-03-02
1479,189,2,4901,2022-02-28,2022-03-03
1480,1181,12,4454,2022-03-01,2022-03-04
1481,240,15,13260,2022-03-01,2022-03-02
1482,227,1,4368,2022-03-01,2022-03-05
1483,1127,13,1893,2022-03-01,2022-03-02
1484,246,13,6792,2022-03-01,2022-03-03
1485,237,6,7589,2022-03-01,2022-03-04
1486,875,3,14413,2022-03-01,2022-03-03
1487,1277,2,15933,2022-03-01,2022-03-04
1488,1308,7,13568,2022-03-01,2022-03-03
1489,615,12,3271,2022-03-01,2022-03-05
1490,1064,3,2216,2022-03-01,2022-03-02
1491,826,17,1303,2022-03-01,2022-03-03
1492,605,11,10895,2022-03-01,2022-03-03
1493,514,12,3953,2022-03-01,2022-03-04
1494,653,3,1541,2022-03-01,2022-03-04
1495,707,3,11377,2022-03-01,2022-03-04
1496,215,15,7612,2022-03-01,2022-03-03
1497,968,8,8800,2022-03-01,2022-03-05
1498,708,11,3271,2022-03-01,2022-03-03
1499,1032,17,3206,2022-03-01,2022-03-04
1500,1220,2,14645,2022-03-01,2022-03-04
1501,171,3,6429,2022-03-01,2022-03-04
1502,252,16,5934,2022-03-01,2022-03-02
1503,1093,15,751,2022-03-01,2022-03-04
1504,957,11,7307,2022-03-01,2022-03-06
1505,373,1,2332,2022-03-01,2022-03-03
1506,152,6,9891,2022-03-01,2022-03-04
1507,506,3,8798,2022-03-01,2022-03-03
1508,580,5,4305,2022-03-02,2022-03-06
1509,674,6,10863,2022-03-02,2022-03-06
1510,841,17,13340,2022-03-02,2022-03-04
1511,44,11,14922,2022-03-02,2022-03-05
1512,205,12,10973,2022-03-02,2022-03-06
1513,700,5,15502,2022-03-02,2022-03-05
1514,854,11,4306,2022-03-02,2022-03-04
1515,635,17,11532,2022-03-02,2022-03-04
1516,450,8,2764,2022-03-02,2022-03-04
1517,467,9,4477,2022-03-02,2022-03-05
1518,1026,11,8946,2022-03-02,2022-03-03
1519,684,3,14584,2022-03-02,2022-03-05
1520,48,2,11888,2022-03-02,2022-03-07
1521,84,1,6719,2022-03-02,2022-03-05
1522,906,5,12809,2022-03-02,2022-03-06
1523,1105,6,4223,2022-03-02,2022-03-05
1524,655,10,7665,2022-03-02,2022-03-07
1525,10,14,437,2022-03-02,2022-03-05
1526,243,17,13279,2022-03-02,2022-03-04
1527,273,5,13829,2022-03-03,2022-03-05
1528,463,13,6053,2022-03-03,2022-03-05
1529,317,13,10682,2022-03-03,2022-03-06
1530,892,15,3672,2022-03-03,2022-03-05
1531,592,8,14366,2022-03-03,2022-03-05
1532,105,9,3271,2022-03-03,2022-03-06
1533,158,4,5801,2022-03-03,2022-03-04
1534,80,13,10890,2022-03-03,2022-03-06
1535,1107,9,1535,2022-03-03,2022-03-04
1536,1163,10,6741,2022-03-03,2022-03-05
1537,554,1,12290,2022-03-03,2022-03-06
1538,588,1,6848,2022-03-03,2022-03-07
1539,182,10,14784,2022-03-03,2022-03-07
1540,1062,9,9480,2022-03-03,2022-03-05
1541,956,1,2312,2022-03-03,2022-03-05
1542,317,17,1688,2022-03-03,2022-03-07
1543,73,3,9222,2022-03-04,2022-03-06
1544,1314,17,2566,2022-03-04,2022-03-07
1545,459,10,13142,2022-03-04,2022-03-08
1546,1149,17,9869,2022-03-04,2022-03-10
1547,204,4,5862,2022-03-04,2022-03-09
1548,36,2,238,2022-03-04,2022-03-07
1549,464,6,987,2022-03-04,2022-03-08
1550,746,14,10519,2022-03-04,2022-03-07
1551,639,7,92,2022-03-04,2022-03-08
1552,1187,14,8935,2022-03-04,2022-03-07
1553,1325,2,10024,2022-03-04,2022-03-07
1554,439,5,14976,2022-03-04,2022-03-08
1555,665,1,9422,2022-03-04,2022-03-09
1556,10,1,3390,2022-03-04,2022-03-05
1557,386,16,9749,2022-03-04,2022-03-06
1558,511,12,10606,2022-03-04,2022-03-05
1559,414,6,4133,2022-03-04,2022-03-07
1560,53,17,2426,2022-03-07,2022-03-10
1561,168,13,5836,2022-03-07,2022-03-08
1562,285,8,2596,2022-03-07,2022-03-10
1563,1272,4,510,2022-03-07,2022-03-09
1564,1229,12,2766,2022-03-07,2022-03-12
1565,637,3,14657,2022-03-07,2022-03-09
1566,110,17,12379,2022-03-07,2022-03-12
1567,1078,10,8894,2022-03-07,2022-03-10
1568,959,16,7505,2022-03-07,2022-03-10
1569,1074,10,3474,2022-03-07,2022-03-10
1570,264,9,11465,2022-03-07,2022-03-12
1571,1192,8,8161,2022-03-07,2022-03-10
1572,96,6,6532,2022-03-07,2022-03-08
1573,187,17,249,2022-03-08,2022-03-15
1574,866,9,14378,2022-03-08,2022-03-13
1575,826,1,13567,2022-03-08,2022-03-10
1576,340,12,5006,2022-03-08,2022-03-09
1577,980,1,7932,2022-03-08,2022-03-12
1578,1151,14,8655,2022-03-08,2022-03-12
1579,996,14,9985,2022-03-08,2022-03-12
1580,484,4,8782,2022-03-08,2022-03-09
1581,1219,12,5222,2022-03-08,2022-03-11
1582,590,4,12486,2022-03-08,2022-03-09
1583,1326,5,11560,2022-03-08,2022-03-10
1584,372,11,10171,2022-03-08,2022-03-11
1585,427,4,4065,2022-03-08,2022-03-12
1586,543,11,6161,2022-03-08,2022-03-11
1587,22,1,15737,2022-03-08,2022-03-12
1588,696,2,15429,2022-03-08,2022-03-10
1589,442,6,2727,2022-03-08,2022-03-11
1590,454,15,4639,2022-03-08,2022-03-10
1591,403,16,998,2022-03-08,2022-03-11
1592,788,14,3987,2022-03-08,2022-03-09
1593,1268,10,8315,2022-03-09,2022-03-14
1594,1125,8,4867,2022-03-09,2022-03-12
1595,918,15,13291,2022-03-09,2022-03-10
1596,945,1,3213,2022-03-09,2022-03-11
1597,296,13,12418,2022-03-09,2022-03-13
1598,226,11,6054,2022-03-09,2022-03-11
1599,698,5,6636,2022-03-09,2022-03-14
1600,960,6,4495,2022-03-09,2022-03-11
1601,1109,13,3235,2022-03-09,2022-03-14
1602,1202,7,14202,2022-03-09,2022-03-12
1603,73,10,1872,2022-03-09,2022-03-13
1604,970,8,13961,2022-03-09,2022-03-13
1605,967,7,4093,2022-03-09,2022-03-11
1606,342,11,6717,2022-03-09,2022-03-12
1607,24,16,11908,2022-03-09,2022-03-13
1608,42,16,871,2022-03-09,2022-03-12
1609,1045,17,1871,2022-03-10,2022-03-13
1610,900,14,8165,2022-03-10,2022-03-12
1611,1218,17,9634,2022-03-10,2022-03-12
1612,513,5,15710,2022-03-10,2022-03-11
1613,921,5,15630,2022-03-10,2022-03-13
1614,1013,6,14231,2022-03-10,2022-03-11
1615,259,17,13966,2022-03-10,2022-03-13
1616,909,5,3836,2022-03-10,2022-03-13
1617,1066,8,4374,2022-03-10,2022-03-13
1618,413,12,6503,2022-03-10,2022-03-14
1619,1144,4,8248,2022-03-10,2022-03-13
1620,145,8,12437,2022-03-10,2022-03-12
1621,875,1,1647,2022-03-10,2022-03-13
1622,601,1,3736,2022-03-10,2022-03-12
1623,167,10,7533,2022-03-11,2022-03-15
1624,379,16,2119,2022-03-11,2022-03-14
1625,792,11,6414,2022-03-11,2022-03-15
1626,420,5,7333,2022-03-11,2022-03-12
1627,756,15,8315,2022-03-11,2022-03-17
1628,272,1,1561,2022-03-11,2022-03-14
1629,809,4,3557,2022-03-11,2022-03-13
1630,771,3,3295,2022-03-11,2022-03-14
1631,1133,13,1734,2022-03-11,2022-03-14
1632,453,8,7533,2022-03-11,2022-03-14
1633,422,2,8961,2022-03-11,2022-03-14
1634,214,8,8477,2022-03-11,2022-03-12
1635,878,16,3946,2022-03-11,2022-03-13
1636,532,8,14658,2022-03-11,2022-03-14
1637,1125,10,10779,2022-03-11,2022-03-14
1638,1213,16,5453,2022-03-14,2022-03-16
1639,345,11,11235,2022-03-14,2022-03-16
1640,208,14,11978,2022-03-14,2022-03-16
1641,896,7,3878,2022-03-14,2022-03-15
1642,962,13,3828,2022-03-14,2022-03-17
1643,816,11,1358,2022-03-14,2022-03-18
1644,325,5,9581,2022-03-14,2022-03-16
1645,651,16,1181,2022-03-14,2022-03-15
1646,1113,10,13802,2022-03-14,2022-03-15
1647,953,12,3027,2022-03-14,2022-03-18
1648,723,15,12868,2022-03-14,2022-03-18
1649,31,4,15511,2022-03-14,2022-03-17
1650,215,17,6244,2022-03-14,2022-03-17
1651,39,14,6151,2022-03-14,2022-03-15
1652,878,10,2547,2022-03-14,2022-03-16
1653,1055,15,5845,2022-03-15,2022-03-16
1654,1276,8,110,2022-03-15,2022-03-18
1655,400,3,8179,2022-03-15,2022-03-18
1656,553,8,1650,2022-03-15,2022-03-17
1657,853,8,10123,2022-03-15,2022-03-18
1658,1093,5,12677,2022-03-15,2022-03-17
1659,1301,5,11256,2022-03-15,2022-03-19
1660,517,14,9576,2022-03-15,2022-03-17
1661,119,14,11201,2022-03-15,2022-03-17
1662,745,17,7820,2022-03-15,2022-03-17
1663,381,5,696,2022-03-15,2022-03-19
1664,429,14,3238,2022-03-15,2022-03-18
1665,572,14,1266,2022-03-15,2022-03-19
1666,621,8,6962,2022-03-15,2022-03-20
1667,302,5,4209,2022-03-15,2022-03-17
1668,277,11,1677,2022-03-15,2022-03-16
1669,1273,9,2738,2022-03-15,2022-03-18
1670,1036,5,2353,2022-03-15,2022-03-19
1671,262,3,14964,2022-03-16,2022-03-20
1672,1326,11,3543,2022-03-16,2022-03-18
1673,1213,4,12587,2022-03-16,2022-03-19
1674,1317,5,5222,2022-03-16,2022-03-18
1675,716,5,10950,2022-03-16,2022-03-17
1676,43,15,2355,2022-03-16,2022-03-24
1677,21,7,15154,2022-03-16,2022-03-18
1678,1265,5,3592,2022-03-16,2022-03-17
1679,251,5,14090,2022-03-16,2022-03-18
1680,203,11,3738,2022-03-16,2022-03-18
1681,575,14,7843,2022-03-16,2022-03-20
1682,121,4,3794,2022-03-16,2022-03-18
1683,1223,5,7780,2022-03-16,2022-03-19
1684,430,15,266,2022-03-16,2022-03-17
1685,790,4,10456,2022-03-16,2022-03-18
1686,38,1,8027,2022-03-16,2022-03-20
1687,1223,1,659,2022-03-16,2022-03-20
1688,570,13,3988,2022-03-17,2022-03-19
1689,1037,10,4428,2022-03-17,2022-03-19
1690,103,2,13540,2022-03-17,2022-03-20
1691,176,14,13954,2022-03-17,2022-03-21
1692,123,8,11328,2022-03-17,2022-03-21
1693,217,6,15905,2022-03-17,2022-03-23
1694,1186,10,4860,2022-03-17,2022-03-19
1695,879,13,9664,2022-03-17,2022-03-19
1696,345,7,4539,2022-03-17,2022-03-19
1697,330,5,12534,2022-03-17,2022-03-21
1698,921,3,1561,2022-03-17,2022-03-21
1699,894,11,7198,2022-03-17,2022-03-18
1700,437,13,11760,2022-03-17,2022-03-21
1701,233,12,5711,2022-03-17,2022-03-20
1702,931,5,10618,2022-03-17,2022-03-20
1703,609,7,3152,2022-03-17,2022-03-19
1704,229,14,2319,2022-03-17,2022-03-20
1705,250,9,13672,2022-03-17,2022-03-19
1706,632,9,8483,2022-03-17,2022-03-20
1707,662,2,10698,2022-03-18,2022-03-24
1708,498,16,1861,2022-03-18,2022-03-23
1709,128,1,12433,2022-03-18,2022-03-21
1710,789,3,14680,2022-03-18,2022-03-20
1711,357,12,12058,2022-03-18,2022-03-21
1712,496,5,2535,2022-03-18,2022-03-21
1713,322,3,1643,2022-03-18,2022-03-21
1714,1025,10,3886,2022-03-18,2022-03-21
1715,408,10,7316,2022-03-18,2022-03-21
1716,160,1,13184,2022-03-18,2022-03-21
1717,270,2,11346,2022-03-18,2022-03-20
1718,885,12,2836,2022-03-18,2022-03-19
1719,784,13,3898,2022-03-18,2022-03-20
1720,602,5,1392,2022-03-18,2022-03-19
1721,1176,12,1651,2022-03-18,2022-03-19
1722,213,7,1286,2022-03-18,2022-03-19
1723,657,12,11280,2022-03-18,2022-03-21
1724,1045,3,4477,2022-03-18,2022-03-20
1725,1233,17,2473,2022-03-21,2022-03-23
1726,26,3,307,2022-03-21,2022-03-24
1727,891,8,13825,2022-03-21,2022-03-24
1728,744,7,9762,2022-03-21,2022-03-23
1729,1273,13,15942,2022-03-21,2022-03-22
1730,360,4,1586,2022-03-21,2022-03-22
1731,1166,14,13628,2022-03-21,2022-03-23
1732,986,6,14575,2022-03-21,2022-03-26
1733,1205,16,10594,2022-03-21,2022-03-23
1734,232,9,4444,2022-03-21,2022-03-23
1735,554,8,1949,2022-03-21,2022-03-23
1736,1157,2,13123,2022-03-21,2022-03-25
1737,480,17,6005,2022-03-22,2022-03-25
1738,59,6,13927,2022-03-22,2022-03-25
1739,725,14,2268,2022-03-22,2022-03-25
1740,1088,2,1467,2022-03-22,2022-03-25
1741,1155,7,9721,2022-03-22,2022-03-23
1742,204,12,11788,2022-03-22,2022-03-26
1743,129,16,10857,2022-03-22,2022-03-24
1744,432,1,10984,2022-03-22,2022-03-23
1745,663,1,1022,2022-03-22,2022-03-23
1746,1263,16,10626,2022-03-22,2022-03-24
1747,383,3,3229,2022-03-22,2022-03-28
1748,157,9,13154,2022-03-22,2022-03-26
1749,166,7,5453,2022-03-22,2022-03-25
1750,316,17,7448,2022-03-22,2022-03-24
1751,219,4,6381,2022-03-22,2022-03-25
1752,5,8,10505,2022-03-22,2022-03-24
1753,370,3,43,2022-03-22,2022-03-25
1754,654,7,6040,2022-03-22,2022-03-24
1755,170,3,8687,2022-03-22,2022-03-26
1756,583,5,4484,2022-03-22,2022-03-24
1757,700,1,1026,2022-03-23,2022-03-26
1758,463,3,7368,2022-03-23,2022-03-26
1759,575,9,1905,2022-03-23,2022-03-27
1760,820,14,10568,2022-03-23,2022-03-26
1761,984,8,3712,2022-03-23,2022-03-27
1762,771,12,12957,2022-03-23,2022-03-26
1763,415,6,14284,2022-03-23,2022-03-26
1764,370,10,1493,2022-03-23,2022-03-24
1765,859,6,7011,2022-03-23,2022-03-25
1766,944,6,1567,2022-03-23,2022-03-24
1767,927,8,1764,2022-03-23,2022-03-24
1768,644,10,462,2022-03-23,2022-03-26
1769,650,13,15584,2022-03-23,2022-03-24
1770,694,13,5582,2022-03-23,2022-03-29
1771,489,16,7370,2022-03-23,2022-03-27
1772,867,2,215,2022-03-23,2022-03-27
1773,913,9,9846,2022-03-23,2022-03-27
1774,826,2,2276,2022-03-23,2022-03-28
1775,1015,3,2613,2022-03-23,2022-03-28
1776,1127,13,10312,2022-03-23,2022-03-25
1777,809,16,14559,2022-03-23,2022-03-26
1778,608,11,6505,2022-03-23,2022-03-26
1779,568,10,4463,2022-03-24,2022-03-27
1780,361,7,2876,2022-03-24,2022-03-27
1781,311,9,6833,2022-03-24,2022-03-26
1782,621,16,1554,2022-03-24,2022-03-30
1783,412,6,10995,2022-03-24,2022-03-26
1784,29,15,10278,2022-03-24,2022-03-26
1785,166,13,1285,2022-03-24,2022-03-29
1786,10,15,2435,2022-03-24,2022-03-29
1787,924,15,2353,2022-03-24,2022-03-28
1788,1158,9,2652,2022-03-24,2022-03-26
1789,285,14,5704,2022-03-24,2022-03-28
1790,682,16,14627,2022-03-24,2022-03-28
1791,1296,17,9094,2022-03-24,2022-03-27
1792,330,15,4437,2022-03-24,2022-03-29
1793,542,3,1350,2022-03-24,2022-03-27
1794,1006,12,802,2022-03-24,2022-03-28
1795,348,3,3331,2022-03-24,2022-03-25
1796,430,12,6663,2022-03-25,2022-03-27
1797,1165,15,10197,2022-03-25,2022-03-28
1798,21,17,9788,2022-03-25,2022-03-26
1799,1328,7,11831,2022-03-25,2022-03-28
1800,85,4,7840,2022-03-25,2022-03-27
1801,204,6,1224,2022-03-25,2022-03-29
1802,482,6,10739,2022-03-25,2022-03-31
1803,543,5,2590,2022-03-25,2022-03-28
1804,458,16,1148,2022-03-25,2022-03-28
1805,338,10,7685,2022-03-25,2022-03-28
1806,976,11,2092,2022-03-25,2022-03-28
1807,1025,7,14680,2022-03-25,2022-03-28
1808,1235,17,6545,2022-03-25,2022-03-27
1809,990,10,189,2022-03-25,2022-03-27
1810,1088,3,15267,2022-03-25,2022-03-27
1811,829,17,10949,2022-03-25,2022-03-28
1812,1060,9,1300,2022-03-25,2022-03-30
1813,413,6,3010,2022-03-25,2022-03-29
1814,165,9,468,2022-03-25,2022-03-30
1815,725,16,11376,2022-03-25,2022-03-29
1816,1122,15,10691,2022-03-25,2022-03-27
1817,1328,5,8917,2022-03-28,2022-04-01
1818,942,11,3307,2022-03-28,2022-03-30
1819,657,17,7223,2022-03-28,2022-03-31
1820,920,17,13587,2022-03-28,2022-04-01
1821,298,10,8149,2022-03-28,2022-04-01
1822,1152,11,9201,2022-03-28,2022-03-29
1823,783,14,255,2022-03-28,2022-03-30
1824,123,15,15923,2022-03-28,2022-04-02
1825,792,17,10301,2022-03-28,2022-03-29
1826,977,16,3206,2022-03-28,2022-04-01
1827,903,9,14789,2022-03-28,2022-04-01
1828,144,1,9620,2022-03-28,2022-04-01
1829,1299,4,12052,2022-03-28,2022-03-29
1830,1216,3,9519,2022-03-28,2022-03-30
1831,849,4,4874,2022-03-28,2022-03-29
1832,281,7,9034,2022-03-28,2022-03-29
1833,84,17,542,2022-03-28,2022-03-30
1834,32,13,15532,2022-03-29,2022-03-31
1835,1244,4,10618,2022-03-29,2022-04-01
1836,696,10,7491,2022-03-29,2022-04-03
1837,851,9,3211,2022-03-29,2022-03-31
1838,147,10,5969,2022-03-29,2022-04-01
1839,707,6,8424,2022-03-29,2022-03-31
1840,1256,9,14326,2022-03-29,2022-03-30
1841,195,11,4039,2022-03-29,2022-03-31
1842,971,4,8510,2022-03-29,2022-03-31
1843,37,12,15649,2022-03-29,2022-03-30
1844,572,1,14261,2022-03-29,2022-04-02
1845,896,17,2534,2022-03-29,2022-03-30
1846,67,14,14336,2022-03-29,2022-03-31
1847,97,17,12008,2022-03-29,2022-03-31
1848,368,6,8674,2022-03-29,2022-03-31
1849,681,16,3802,2022-03-29,2022-03-31
1850,511,4,11877,2022-03-30,2022-04-01
1851,641,3,6228,2022-03-30,2022-04-03
1852,663,3,5953,2022-03-30,2022-04-02
1853,536,13,15270,2022-03-30,2022-04-01
1854,174,5,7377,2022-03-30,2022-04-04
1855,336,6,7246,2022-03-30,2022-04-01
1856,52,13,4460,2022-03-30,2022-03-31
1857,284,8,5340,2022-03-30,2022-04-01
1858,1162,1,5205,2022-03-30,2022-04-02
1859,220,12,3526,2022-03-30,2022-04-02
1860,524,3,9846,2022-03-30,2022-04-04
1861,866,5,4726,2022-03-30,2022-03-31
1862,1267,13,15631,2022-03-30,2022-04-03
1863,526,7,8238,2022-03-30,2022-04-01
1864,83,10,15311,2022-03-30,2022-04-03
1865,396,11,5000,2022-03-30,2022-04-01
1866,106,2,13473,2022-03-30,2022-04-01
1867,1171,14,5553,2022-03-30,2022-04-02
1868,129,8,14900,2022-03-31,2022-04-02
1869,1277,16,3390,2022-03-31,2022-04-04
1870,1236,3,10644,2022-03-31,2022-04-04
1871,1154,11,13394,2022-03-31,2022-04-04
1872,302,7,7778,2022-03-31,2022-04-01
1873,665,12,15911,2022-03-31,2022-04-03
1874,895,2,10545,2022-03-31,2022-04-05
1875,1220,3,12497,2022-03-31,2022-04-01
1876,1029,7,15385,2022-03-31,2022-04-04
1877,731,2,10678,2022-03-31,2022-04-02
1878,328,7,13725,2022-03-31,2022-04-04
1879,1131,16,9739,2022-03-31,2022-04-03
1880,653,6,11928,2022-03-31,2022-04-03
1881,304,8,3120,2022-03-31,2022-04-02
1882,1076,11,10877,2022-04-01,2022-04-03
1883,881,15,692,2022-04-01,2022-04-04
1884,1304,8,9112,2022-04-01,2022-04-03
1885,727,1,10545,2022-04-01,2022-04-03
1886,902,17,2944,2022-04-01,2022-04-04
1887,1073,14,3928,2022-04-01,2022-04-03
1888,1263,10,1951,2022-04-01,2022-04-03
1889,1239,5,555,2022-04-01,2022-04-03
1890,455,16,12079,2022-04-01,2022-04-03
1891,113,1,2537,2022-04-01,2022-04-02
1892,1020,17,1253,2022-04-01,2022-04-05
1893,850,2,9049,2022-04-01,2022-04-04
1894,1012,6,13504,2022-04-01,2022-04-03
1895,1227,12,8491,2022-04-01,2022-04-04
1896,8,1,9336,2022-04-01,2022-04-02
1897,87,17,5453,2022-04-01,2022-04-04
1898,359,13,8652,2022-04-01,2022-04-03
1899,283,3,14574,2022-04-01,2022-04-05
1900,914,8,4223,2022-04-01,2022-04-03
1901,999,1,7015,2022-04-04,2022-04-08
1902,11,14,13506,2022-04-04,2022-04-07
1903,337,12,6374,2022-04-04,2022-04-08
1904,872,10,9693,2022-04-04,2022-04-07
1905,637,11,10956,2022-04-04,2022-04-09
1906,1078,10,4143,2022-04-04,2022-04-07
1907,555,12,12516,2022-04-04,2022-04-06
1908,387,3,8492,2022-04-04,2022-04-06
1909,1044,12,2603,2022-04-04,2022-04-08
1910,1021,6,10616,2022-04-04,2022-04-07
1911,624,1,7117,2022-04-04,2022-04-06
1912,960,9,8257,2022-04-04,2022-04-06
1913,32,8,8559,2022-04-04,2022-04-07
1914,660,12,13303,2022-04-04,2022-04-05
1915,994,8,1435,2022-04-04,2022-04-06
1916,966,14,9520,2022-04-04,2022-04-08
1917,270,10,2862,2022-04-04,2022-04-06
