sale_id,customer_id,staff_id,game_id,amount,date
5344,,2,619,68.38,2021-11-02
5345,,9,4288,127.32,2021-11-02
5346,,17,219832,320.8,2021-11-02
5347,,4,5867,953.42,2021-11-02
5348,,8,244521,119.84,2021-11-02
5349,1280,16,20133,205.8,2021-11-02
5350,,4,1669,207.8,2021-11-02
5351,,6,110286,98.8,2021-11-02
5352,251,9,149361,335.0,2021-11-02
5353,870,14,19301,113.96,2021-11-02
5354,,16,18100,115.0,2021-11-02
5355,,10,4212,434.8,2021-11-02
5356,,15,4,202.36,2021-11-02
5357,,16,122842,337.0,2021-11-02
5358,,10,173092,88.8,2021-11-02
5359,,11,177697,82.92,2021-11-02
5360,,2,175961,33.86,2021-11-02
5361,907,14,29773,54.06,2021-11-02
5362,,5,109764,41.74,2021-11-02
5363,,3,178613,89.92,2021-11-02
5364,,4,194298,161.31,2021-11-02
5365,,1,122599,129.99,2021-11-02
5366,,17,137237,243.0,2021-11-02
5367,,11,29223,190.6,2021-11-02
5368,,2,68448,158.36,2021-11-02
5369,275,16,199042,248.16,2021-11-03
5370,1259,16,170416,538.8,2021-11-03
5371,,10,231999,155.4,2021-11-03
5372,1235,2,27817,1203.8,2021-11-03
5373,,16,132620,70.82,2021-11-03
5374,905,6,156009,57.8,2021-11-03
5375,586,2,220774,60.28,2021-11-03
5376,,7,140535,48.18,2021-11-03
5377,,17,169255,195.92,2021-11-03
5378,,3,140519,622.6,2021-11-03
5379,,17,2393,64.82,2021-11-03
5380,,15,230933,262.61,2021-11-03
5381,,12,128671,205.02,2021-11-03
5382,,2,133437,130.56,2021-11-03
5383,,15,71655,199.36,2021-11-03
5384,,2,3083,95.48,2021-11-03
5385,,5,129382,109.56,2021-11-03
5386,,1,22420,580.2,2021-11-03
5387,,10,21920,136.16,2021-11-03
5388,,3,203204,200.8,2021-11-03
5389,,2,162388,143.98,2021-11-03
5390,,1,13532,1871.8,2021-11-03
5391,,6,392,47.7,2021-11-03
5392,1109,12,222407,361.6,2021-11-03
5393,,4,193840,106.56,2021-11-03
5394,,1,177697,106.92,2021-11-03
5395,,12,14083,250.2,2021-11-03
5396,,6,164865,801.01,2021-11-03
5397,,4,157789,160.16,2021-11-03
5398,,10,183840,74.38,2021-11-03
5399,121,3,207691,156.4,2021-11-03
5400,,3,205125,189.07,2021-11-03
5401,,16,141932,53.4,2021-11-03
5402,,8,28723,56.4,2021-11-03
5403,,2,57390,65.16,2021-11-03
5404,1184,2,1509,254.2,2021-11-03
5405,,14,206084,102.46,2021-11-03
5406,,1,158392,81.72,2021-11-03
5407,,13,1520,76.16,2021-11-03
5408,,6,232988,71.6,2021-11-03
5409,,5,17329,93.87,2021-11-03
5410,550,9,3263,1320.8,2021-11-03
5411,,5,18866,224.0,2021-11-03
5412,,2,174078,139.46,2021-11-03
5413,,17,39832,98.68,2021-11-03
5414,,14,1917,124.79,2021-11-03
5415,,1,193651,134.2,2021-11-03
5416,,6,103,2642.8,2021-11-03
5417,1137,9,142889,896.0,2021-11-03
5418,,2,206940,348.16,2021-11-03
5419,,5,146579,157.96,2021-11-03
5420,,5,228133,36.48,2021-11-03
5421,,3,248949,290.6,2021-11-03
5422,,9,158572,171.72,2021-11-03
5423,,14,180231,121.0,2021-11-03
5424,,11,3452,106.56,2021-11-03
5425,,1,6607,94.8,2021-11-03
5426,,15,104575,26.2,2021-11-03
5427,,9,160968,71.6,2021-11-03
5428,,9,71882,379.4,2021-11-03
5429,,12,22278,265.37,2021-11-03
5430,,14,194607,339.02,2021-11-03
5431,,7,5171,250.2,2021-11-03
5432,,17,207830,177.6,2021-11-03
5433,,12,165404,181.72,2021-11-03
5434,,11,235627,164.84,2021-11-03
5435,,12,98,1318.8,2021-11-03
5436,,7,142085,890.78,2021-11-03
5437,,5,133437,107.56,2021-11-03
5438,,4,150014,33.64,2021-11-03
5439,937,6,198454,76.44,2021-11-03
5440,,17,31563,804.16,2021-11-03
5441,489,12,6351,270.18,2021-11-03
5442,,16,463,283.63,2021-11-03
5443,,16,140612,85.48,2021-11-03
5444,,10,36522,310.8,2021-11-03
5445,,2,2268,868.8,2021-11-03
5446,447,8,463,286.63,2021-11-03
5447,,4,895,668.0,2021-11-03
5448,1205,5,129736,53.57,2021-11-03
5449,,13,217475,42.92,2021-11-03
5450,,1,26458,425.8,2021-11-03
5451,,13,144189,330.34,2021-11-03
5452,,9,29294,294.6,2021-11-03
5453,,7,176371,305.56,2021-11-03
5454,271,5,234396,57.68,2021-11-03
5455,,11,84465,547.8,2021-11-03
5456,,2,224125,38.52,2021-11-03
5457,,5,181290,125.32,2021-11-03
5458,,9,84876,194.1,2021-11-03
5459,,15,759,246.2,2021-11-03
5460,,6,155703,196.6,2021-11-03
5461,,2,32002,244.76,2021-11-03
5462,642,10,205078,203.8,2021-11-03
5463,844,17,27356,199.8,2021-11-03
5464,,3,9342,272.18,2021-11-04
5465,,9,145103,556.0,2021-11-04
5466,,1,193483,115.0,2021-11-04
5467,,8,123123,333.78,2021-11-04
5468,,16,27766,97.64,2021-11-04
5469,,3,108831,443.76,2021-11-04
5470,,2,94396,669.0,2021-11-04
5471,,4,4862,44.96,2021-11-04
5472,,17,172662,33.08,2021-11-04
5473,,5,82,326.9,2021-11-04
5474,642,7,162009,293.56,2021-11-04
5475,644,8,199904,426.24,2021-11-04
5476,,14,137237,224.0,2021-11-04
5477,,13,172552,82.92,2021-11-04
5478,985,5,2251,204.8,2021-11-04
5479,,2,98443,340.0,2021-11-04
5480,28,1,197070,116.78,2021-11-04
5481,,14,1644,170.5,2021-11-04
5482,,2,1419,178.01,2021-11-04
5483,212,14,180198,27.64,2021-11-04
5484,1136,15,27364,116.0,2021-11-04
5485,,16,2842,111.0,2021-11-04
5486,,10,125993,363.2,2021-11-04
5487,,4,216094,30.2,2021-11-04
5488,,8,223215,371.15,2021-11-04
5489,,9,135219,160.4,2021-11-04
5490,943,14,163967,162.4,2021-11-04
5491,,9,112381,91.8,2021-11-04
5492,,14,13286,223.12,2021-11-04
5493,1089,4,151347,408.39,2021-11-04
5494,,8,191538,92.87,2021-11-04
5495,,13,66356,200.76,2021-11-04
5496,,14,71,423.8,2021-11-04
5497,,12,64826,40.74,2021-11-04
5498,271,4,2968,74.6,2021-11-04
5499,,15,43443,177.25,2021-11-04
5500,,15,111502,76.48,2021-11-04
5501,,6,8711,177.6,2021-11-04
5502,,12,192457,224.12,2021-11-04
5503,,2,203780,123.48,2021-11-04
5504,,5,128667,174.69,2021-11-04
5505,,5,207830,185.6,2021-11-04
5506,,17,212402,322.98,2021-11-04
5507,,13,139992,778.0,2021-11-04
5508,,3,39188,1112.8,2021-11-04
5509,773,13,6431,113.68,2021-11-04
5510,,12,19727,899.0,2021-11-04
5511,,12,163,50.84,2021-11-04
5512,,7,83197,208.8,2021-11-04
5513,,14,154003,295.6,2021-11-04
5514,,1,122691,135.2,2021-11-04
5515,,14,217083,132.72,2021-11-04
5516,,13,33604,69.6,2021-11-04
5517,,11,136890,608.4,2021-11-04
5518,711,9,136587,256.03,2021-11-04
5519,,15,9675,89.76,2021-11-04
5520,,3,165563,38.74,2021-11-04
5521,44,11,218421,1071.6,2021-11-04
5522,1041,7,179259,39.52,2021-11-04
5523,554,15,9215,356.2,2021-11-04
5524,,17,141423,238.05,2021-11-04
5525,,6,18932,96.8,2021-11-04
5526,812,5,127981,125.32,2021-11-04
5527,,5,119866,103.68,2021-11-04
5528,,14,120677,257.28,2021-11-04
5529,,17,18746,335.0,2021-11-04
5530,,16,3003,559.0,2021-11-04
5531,,10,125315,24.42,2021-11-04
5532,,15,137988,260.3,2021-11-04
5533,,8,8957,150.96,2021-11-04
5534,,15,181521,318.64,2021-11-04
5535,,8,118536,670.0,2021-11-04
5536,,8,21241,162.84,2021-11-04
5537,,16,3463,51.4,2021-11-04
5538,,13,36887,380.4,2021-11-04
5539,,17,8190,250.2,2021-11-04
5540,,12,18946,81.92,2021-11-04
5541,,14,41114,77.6,2021-11-04
5542,,7,40214,171.18,2021-11-04
5543,,6,67600,333.78,2021-11-04
5544,,12,170561,274.4,2021-11-04
5545,,10,132544,183.98,2021-11-04
5546,1134,14,494,400.6,2021-11-04
5547,590,12,1209,134.2,2021-11-04
5548,119,1,10559,51.96,2021-11-04
5549,397,1,160610,486.5,2021-11-04
5550,,13,22948,56.84,2021-11-04
5551,957,8,185589,436.8,2021-11-04
5552,,7,97273,267.4,2021-11-04
5553,639,7,200058,341.97,2021-11-04
5554,,15,21854,312.8,2021-11-05
5555,,4,162041,111.4,2021-11-05
5556,,2,74390,125.0,2021-11-05
5557,,3,32484,114.0,2021-11-05
5558,1224,12,63632,125.56,2021-11-05
5559,,9,122913,1159.4,2021-11-05
5560,,10,171131,140.35,2021-11-05
5561,,9,202670,331.89,2021-11-05
5562,,13,36597,1447.0,2021-11-05
5563,,11,71,436.8,2021-11-05
5564,,5,39832,118.68,2021-11-05
5565,,9,162007,382.6,2021-11-05
5566,,7,53953,174.72,2021-11-05
5567,585,1,19100,284.18,2021-11-05
5568,,7,180231,116.0,2021-11-05
5569,43,12,11949,292.6,2021-11-05
5570,,2,4616,342.8,2021-11-05
5571,,10,69552,112.0,2021-11-05
5572,850,12,188390,568.32,2021-11-05
5573,1176,8,27101,311.8,2021-11-05
5574,,7,178900,81.88,2021-11-05
5575,,2,166418,60.28,2021-11-05
5576,,2,60435,334.0,2021-11-05
5577,,5,160968,77.6,2021-11-05
5578,351,13,51,538.8,2021-11-05
5579,928,15,10164,48.74,2021-11-05
5580,,3,84876,191.1,2021-11-05
5581,295,2,104020,138.32,2021-11-05
5582,36,12,215341,343.33,2021-11-05
5583,,13,1260,107.56,2021-11-05
5584,,10,128271,234.06,2021-11-05
5585,,10,136356,111.14,2021-11-05
5586,,5,174402,895.0,2021-11-05
5587,474,16,624,172.46,2021-11-05
5588,,4,70916,29.98,2021-11-05
5589,1191,13,102181,100.92,2021-11-05
5590,,7,16497,107.46,2021-11-05
5591,,2,229414,400.6,2021-11-05
5592,,16,41490,293.6,2021-11-05
5593,,13,4001,1322.8,2021-11-05
5594,,10,126008,865.58,2021-11-05
5595,,11,212445,425.8,2021-11-05
5596,,6,201509,124.32,2021-11-05
5597,,11,40692,201.76,2021-11-05
5598,,10,170318,67.16,2021-11-05
5599,,2,40483,89.7,2021-11-05
5600,196,15,47055,128.0,2021-11-05
5601,,12,122522,183.73,2021-11-05
5602,,8,110868,62.28,2021-11-05
5603,,10,122515,171.68,2021-11-05
5604,,3,144574,1515.6,2021-11-05
5605,,6,187617,440.25,2021-11-05
5606,,5,67917,108.68,2021-11-05
5607,,6,188178,203.8,2021-11-05
5608,,3,911,592.0,2021-11-05
5609,,12,113997,209.8,2021-11-05
5610,,7,36480,1452.44,2021-11-05
5611,1075,15,54643,42.96,2021-11-05
5612,,3,95103,781.0,2021-11-05
5613,,2,38931,151.96,2021-11-05
5614,,6,161297,222.0,2021-11-05
5615,,10,150013,322.8,2021-11-05
5616,,11,26118,268.31,2021-11-05
5617,,10,125921,185.48,2021-11-05
5618,,13,1382,392.68,2021-11-05
5619,1051,17,586,356.2,2021-11-05
5620,,11,3408,91.8,2021-11-05
5621,,5,27969,290.38,2021-11-05
5622,,4,145219,72.0,2021-11-05
5623,,12,188866,383.84,2021-11-05
5624,,17,92415,120.92,2021-11-05
5625,740,4,122891,405.38,2021-11-05
5626,426,3,131118,331.76,2021-11-05
5627,,17,186721,427.8,2021-11-05
5628,,11,131891,139.56,2021-11-05
5629,,12,287,287.16,2021-11-05
5630,,1,36946,223.96,2021-11-05
5631,377,1,98527,356.0,2021-11-05
5632,,6,798,601.4,2021-11-05
5633,,3,21920,139.16,2021-11-05
5634,,17,21551,543.58,2021-11-05
5635,,3,158572,169.72,2021-11-05
5636,,13,6353,115.56,2021-11-05
5637,,7,68228,63.16,2021-11-05
5638,,10,244522,49.24,2021-11-05
5639,701,6,25277,339.0,2021-11-05
5640,,4,6613,1065.6,2021-11-05
5641,292,14,107861,50.84,2021-11-05
5642,,5,159692,835.72,2021-11-05
5643,,8,5767,179.56,2021-11-05
5644,,14,8107,667.0,2021-11-05
5645,,13,4475,111.0,2021-11-05
5646,,13,217083,131.72,2021-11-05
5647,,9,45,122.0,2021-11-05
5648,521,10,3263,1316.8,2021-11-05
5649,,3,173096,157.4,2021-11-05
5650,752,13,2604,191.48,2021-11-05
5651,1187,4,125921,183.48,2021-11-05
5652,,8,3986,292.6,2021-11-05
5653,,7,15363,271.4,2021-11-05
5654,,5,41010,172.97,2021-11-05
5655,1036,5,126163,200.32,2021-11-08
5656,,8,3570,205.13,2021-11-08
5657,,1,199793,49.84,2021-11-08
5658,,6,208895,336.91,2021-11-08
5659,,14,219708,221.47,2021-11-08
5660,,4,265,233.0,2021-11-08
5661,,3,14,40.34,2021-11-08
5662,,10,4113,137.2,2021-11-08
5663,,5,228133,36.48,2021-11-08
5664,,17,233078,384.96,2021-11-08
5665,,9,171233,178.5,2021-11-08
5666,,6,217949,62.84,2021-11-08
5667,,2,136558,84.92,2021-11-08
5668,,5,138338,161.4,2021-11-08
5669,,13,41003,133.16,2021-11-08
5670,,11,41863,450.57,2021-11-08
5671,1218,2,110327,231.95,2021-11-08
5672,,12,21469,163.98,2021-11-08
5673,,3,15364,137.0,2021-11-08
5674,,3,205477,430.78,2021-11-08
5675,,3,157001,277.4,2021-11-08
5676,1261,16,7104,431.8,2021-11-08
5677,,10,36218,168.24,2021-11-08
5678,,5,179835,78.7,2021-11-08
5679,,16,5869,251.2,2021-11-08
5680,,12,988,88.8,2021-11-08
5681,,5,150658,221.94,2021-11-08
5682,,11,117985,781.96,2021-11-08
5683,,17,224125,38.52,2021-11-08
5684,,5,27833,58.4,2021-11-08
5685,470,13,142402,211.2,2021-11-08
5686,1153,4,1509,259.2,2021-11-08
5687,,1,32990,336.0,2021-11-08
5688,,10,6569,108.8,2021-11-08
5689,,9,193560,110.52,2021-11-08
5690,,12,152241,85.16,2021-11-08
5691,,17,20134,166.92,2021-11-08
5692,,1,158340,75.88,2021-11-08
5693,,14,27976,1012.0,2021-11-08
5694,,2,72667,81.7,2021-11-08
5695,,15,204574,50.84,2021-11-08
5696,,8,37380,76.6,2021-11-08
5697,381,10,129976,237.46,2021-11-08
5698,,9,168232,82.6,2021-11-08
5699,,14,36424,91.8,2021-11-08
5700,,10,9203,140.2,2021-11-08
5701,,13,218311,37.52,2021-11-08
5702,,1,146021,306.39,2021-11-08
5703,,13,172552,83.92,2021-11-08
5704,,13,159675,524.28,2021-11-08
5705,,11,65901,246.76,2021-11-08
5706,,2,1042,138.16,2021-11-08
5707,,10,187377,134.2,2021-11-08
5708,,5,586,360.2,2021-11-08
5709,1138,8,3463,52.4,2021-11-08
5710,940,14,551,399.6,2021-11-08
5711,,17,168584,867.8,2021-11-08
5712,,11,160081,597.93,2021-11-08
5713,,1,3190,89.8,2021-11-08
5714,,1,91773,247.2,2021-11-08
5715,,13,83195,46.69,2021-11-08
5716,,4,70323,83.92,2021-11-08
5717,,6,230591,135.98,2021-11-08
5718,,15,41490,294.6,2021-11-08
5719,881,17,125996,507.16,2021-11-08
5720,,4,117959,578.11,2021-11-08
5721,,14,166384,94.58,2021-11-08
5722,,10,42052,219.12,2021-11-08
5723,,12,175293,150.96,2021-11-08
5724,,11,148949,154.43,2021-11-08
5725,,11,227789,293.6,2021-11-08
5726,972,12,47055,112.0,2021-11-08
5727,,17,69601,279.91,2021-11-08
5728,,11,8481,288.6,2021-11-08
5729,1045,17,7935,1310.8,2021-11-08
5730,610,3,1901,82.6,2021-11-08
5731,680,4,46807,144.08,2021-11-08
5732,,14,70512,609.84,2021-11-08
5733,,17,37696,302.04,2021-11-08
5734,,5,205418,179.03,2021-11-08
5735,,10,85108,573.32,2021-11-08
5736,,6,167355,568.0,2021-11-08
5737,,5,159692,834.72,2021-11-08
5738,590,9,27940,66.6,2021-11-08
5739,,12,92828,115.96,2021-11-08
5740,,10,54998,297.56,2021-11-08
5741,,8,42713,139.98,2021-11-08
5742,,4,5576,49.84,2021-11-08
5743,,1,200280,125.32,2021-11-08
5744,,4,2938,196.56,2021-11-08
5745,,4,164812,156.4,2021-11-08
5746,,9,148729,189.39,2021-11-08
5747,,9,2580,195.36,2021-11-08
5748,,13,56931,127.28,2021-11-08
5749,,14,2842,118.0,2021-11-08
5750,1239,13,40765,207.8,2021-11-08
5751,,14,145308,178.6,2021-11-08
5752,,11,204728,166.18,2021-11-08
5753,,13,167791,356.4,2021-11-08
5754,,16,130960,495.84,2021-11-08
5755,,11,66356,200.76,2021-11-08
5756,,14,105187,49.96,2021-11-08
5757,,2,16804,189.48,2021-11-08
5758,,15,165986,112.56,2021-11-08
5759,,7,720,777.0,2021-11-08
5760,,10,194626,207.2,2021-11-08
5761,,15,49,37.25,2021-11-08
5762,,7,1353,47.74,2021-11-08
5763,614,16,155802,109.86,2021-11-08
5764,485,2,235627,168.84,2021-11-08
5765,,6,182351,169.46,2021-11-08
5766,,1,25685,237.0,2021-11-09
5767,,17,18243,45.96,2021-11-09
5768,,5,27173,316.15,2021-11-09
5769,,5,76207,122.0,2021-11-09
5770,1132,16,200,41.96,2021-11-09
5771,,2,33150,34.08,2021-11-09
5772,,5,122690,205.8,2021-11-09
5773,,6,56707,240.5,2021-11-09
5774,747,3,27708,669.0,2021-11-09
5775,,3,159503,326.58,2021-11-09
5776,,9,26457,567.0,2021-11-09
5777,,12,11967,310.8,2021-11-09
5778,,4,20806,245.2,2021-11-09
5779,614,5,67453,24.2,2021-11-09
5780,,8,162351,286.94,2021-11-09
5781,,15,83734,378.4,2021-11-09
5782,,14,168537,782.0,2021-11-09
5783,458,15,193693,66.4,2021-11-09
5784,,7,7719,29.42,2021-11-09
5785,,14,152510,432.8,2021-11-09
5786,,10,127518,582.2,2021-11-09
5787,,10,4991,32.42,2021-11-09
5788,,11,102835,12.73,2021-11-09
5789,,15,105023,435.8,2021-11-09
5790,,4,142961,288.6,2021-11-09
5791,,13,25294,225.0,2021-11-09
5792,458,12,1633,38.52,2021-11-09
5793,,7,125996,510.16,2021-11-09
5794,,8,184919,112.0,2021-11-09
5795,596,11,28620,406.04,2021-11-09
5796,,14,153728,361.2,2021-11-09
5797,,3,18100,117.0,2021-11-09
5798,,2,267,132.32,2021-11-09
5799,,16,3685,324.9,2021-11-09
5800,,1,119804,268.18,2021-11-09
5801,,11,87890,197.6,2021-11-09
5802,,4,15826,108.56,2021-11-09
5803,1121,16,1376,77.6,2021-11-09
5804,,4,4616,312.8,2021-11-09
5805,,15,912,232.0,2021-11-09
5806,,3,122159,136.16,2021-11-09
5807,,7,94104,570.0,2021-11-09
5808,287,2,199042,245.16,2021-11-09
5809,,1,146816,318.8,2021-11-09
5810,,4,126163,229.32,2021-11-09
5811,,10,124668,78.48,2021-11-09
5812,1023,2,139897,28.42,2021-11-09
5813,,13,12962,449.96,2021-11-09
5814,,13,212445,424.8,2021-11-09
5815,,6,171261,77.56,2021-11-09
5816,,1,65564,337.78,2021-11-09
5817,,11,96848,601.31,2021-11-09
5818,,5,33604,69.6,2021-11-09
5819,,5,76436,135.2,2021-11-09
5820,1056,9,176334,71.6,2021-11-09
5821,,13,216864,49.96,2021-11-09
5822,,11,494,407.6,2021-11-09
5823,,16,207208,48.67,2021-11-09
5824,,4,142889,889.0,2021-11-09
5825,,16,154892,78.6,2021-11-09
5826,,4,9220,41.59,2021-11-09
5827,,11,25234,631.56,2021-11-09
5828,,17,34127,180.6,2021-11-09
5829,,4,41636,127.32,2021-11-09
5830,,10,158435,559.0,2021-11-09
5831,80,17,128204,42.96,2021-11-09
5832,,3,147020,83.77,2021-11-09
5833,,2,594,72.6,2021-11-09
5834,,6,22,1561.0,2021-11-09
5835,,10,35035,151.96,2021-11-09
5836,,17,232,162.4,2021-11-09
5837,,16,91514,42.92,2021-11-09
5838,,3,37380,68.6,2021-11-09
5839,,9,142992,67.84,2021-11-09
5840,,6,16805,196.48,2021-11-09
5841,,4,183578,322.46,2021-11-09
5842,,13,217083,130.72,2021-11-09
5843,27,2,83068,25.42,2021-11-09
5844,,11,118,267.4,2021-11-09
5845,,6,150013,310.8,2021-11-09
5846,,13,3242,228.78,2021-11-09
5847,,16,88,226.0,2021-11-09
5848,,17,40214,156.18,2021-11-09
5849,,12,165876,93.8,2021-11-09
5850,43,3,15953,251.2,2021-11-09
5851,,16,175989,83.92,2021-11-09
5852,,7,789,74.6,2021-11-09
5853,,11,84419,378.4,2021-11-09
5854,,11,91,373.76,2021-11-09
5855,,16,2298,202.8,2021-11-09
5856,,13,177490,48.4,2021-11-09
5857,,10,175695,114.0,2021-11-09
5858,,9,197443,133.4,2021-11-09
5859,426,6,162263,64.28,2021-11-09
5860,,4,124380,225.0,2021-11-09
5861,784,17,103660,176.72,2021-11-09
5862,,6,146408,53.96,2021-11-09
5863,,15,5406,90.8,2021-11-09
5864,,9,67185,209.8,2021-11-09
5865,,11,2998,421.8,2021-11-09
5866,,3,30539,91.8,2021-11-09
5867,,17,68260,161.96,2021-11-09
5868,1020,9,144574,1513.6,2021-11-09
5869,,7,89415,51.02,2021-11-09
5870,,4,65282,161.08,2021-11-09
5871,,16,167355,559.0,2021-11-10
5872,,12,224125,39.52,2021-11-10
5873,,4,217780,52.57,2021-11-10
5874,,16,10964,107.56,2021-11-10
5875,,5,14403,690.2,2021-11-10
5876,,10,229220,120.56,2021-11-10
5877,934,16,2247,319.8,2021-11-10
5878,,10,234669,239.5,2021-11-10
5879,218,7,4424,23.2,2021-11-10
5880,,4,41658,80.92,2021-11-10
5881,1235,2,4453,865.8,2021-11-10
5882,,16,149809,584.16,2021-11-10
5883,,6,63027,1121.0,2021-11-10
5884,,10,150312,38.08,2021-11-10
5885,,15,176083,60.39,2021-11-10
5886,841,6,963,270.36,2021-11-10
5887,,12,55834,47.72,2021-11-10
5888,,3,102690,33.08,2021-11-10
5889,,11,27574,43.96,2021-11-10
5890,,12,171011,112.0,2021-11-10
5891,,12,176229,24.2,2021-11-10
5892,,5,31627,169.24,2021-11-10
5893,,2,936,244.2,2021-11-10
5894,,6,132,249.32,2021-11-10
5895,,9,193840,108.56,2021-11-10
5896,,2,118174,45.3,2021-11-10
5897,,7,225818,167.18,2021-11-10
5898,,2,226519,63.9,2021-11-10
5899,,8,192457,216.12,2021-11-10
5900,1195,13,169147,670.0,2021-11-10
5901,193,2,78954,553.1,2021-11-10
5902,,15,216974,181.6,2021-11-10
5903,,6,20542,557.0,2021-11-10
5904,,1,28284,94.8,2021-11-10
5905,,7,2653,97.8,2021-11-10
5906,,9,31291,269.4,2021-11-10
5907,985,15,173442,870.8,2021-11-10
5908,,8,146228,229.12,2021-11-10
5909,,16,243,248.2,2021-11-10
5910,,7,171835,55.28,2021-11-10
5911,,15,231664,82.92,2021-11-10
5912,,5,123239,83.92,2021-11-10
5913,,8,116998,101.68,2021-11-10
5914,,15,35815,100.68,2021-11-10
5915,,2,10642,558.0,2021-11-10
5916,,7,4206,557.0,2021-11-10
5917,,12,2938,182.56,2021-11-10
5918,499,7,129976,228.46,2021-11-10
5919,,17,8051,81.48,2021-11-10
5920,,15,2338,298.6,2021-11-10
5921,,15,855,311.8,2021-11-10
5922,,2,15987,139.2,2021-11-10
5923,,16,118048,143.6,2021-11-10
5924,,12,172287,257.44,2021-11-10
5925,631,8,127784,113.08,2021-11-10
5926,,2,104162,180.96,2021-11-10
5927,,6,46255,50.96,2021-11-10
5928,,5,124742,874.8,2021-11-10
5929,,5,46807,156.08,2021-11-10
5930,,16,227758,103.24,2021-11-10
5931,,3,24568,91.8,2021-11-10
5932,,6,145601,126.32,2021-11-10
5933,,6,107190,56.84,2021-11-10
5934,,3,90040,171.08,2021-11-10
5935,,7,191572,80.92,2021-11-10
5936,,2,28284,97.8,2021-11-10
5937,,5,22457,543.8,2021-11-10
5938,,11,40793,222.3,2021-11-10
5939,,14,195314,179.74,2021-11-10
5940,1237,8,66510,158.3,2021-11-10
5941,158,16,59946,308.36,2021-11-10
5942,329,15,143884,87.47,2021-11-10
5943,789,15,148575,94.8,2021-11-10
5944,979,10,119866,101.68,2021-11-10
5945,,9,51,533.8,2021-11-10
5946,,3,168,436.8,2021-11-10
5947,,10,25491,66.16,2021-11-10
5948,,12,181120,112.0,2021-11-10
5949,412,12,65990,182.6,2021-11-10
5950,,14,110327,209.95,2021-11-10
5951,1034,2,101929,291.38,2021-11-10
5952,,6,67453,27.2,2021-11-10
5953,,8,171662,88.8,2021-11-10
5954,,13,1448,349.68,2021-11-10
5955,,15,16443,204.8,2021-11-10
5956,1176,5,185343,655.8,2021-11-10
5957,,8,231197,40.96,2021-11-10
5958,,3,173319,176.4,2021-11-10
5959,,12,10496,38.52,2021-11-10
5960,,4,65282,146.08,2021-11-10
5961,,10,155460,117.0,2021-11-10
5962,,17,107635,105.92,2021-11-10
5963,,15,8126,112.34,2021-11-10
5964,,13,180564,512.38,2021-11-10
5965,865,16,91873,882.8,2021-11-10
5966,,11,173649,267.6,2021-11-10
5967,,17,2507,66.6,2021-11-10
5968,,11,8993,941.4,2021-11-10
5969,,2,204431,82.92,2021-11-10
5970,,12,40765,199.8,2021-11-10
5971,,1,3236,116.78,2021-11-10
5972,,5,171233,187.5,2021-11-10
5973,,5,171011,129.0,2021-11-10
5974,994,16,177736,540.24,2021-11-10
5975,,12,815,93.29,2021-11-10
5976,,13,42997,376.2,2021-11-10
5977,,10,88016,27.66,2021-11-10
5978,,12,174402,894.0,2021-11-10
5979,,12,130486,387.4,2021-11-10
5980,,17,200680,238.43,2021-11-10
5981,,17,16804,193.48,2021-11-10
5982,,2,143075,67.28,2021-11-10
5983,,8,174298,404.38,2021-11-10
5984,,13,144415,333.0,2021-11-10
5985,,12,193485,149.65,2021-11-10
5986,,17,12346,319.8,2021-11-10
5987,,9,10081,203.36,2021-11-10
5988,,4,135,49.84,2021-11-10
5989,1141,11,216974,183.6,2021-11-10
5990,771,9,854,68.6,2021-11-10
5991,,16,118063,181.38,2021-11-10
5992,,7,27746,1024.98,2021-11-10
5993,,2,2516,849.6,2021-11-10
5994,,10,230315,180.8,2021-11-10
5995,,11,158982,128.32,2021-11-10
5996,,1,34659,429.8,2021-11-10
5997,,6,38364,90.76,2021-11-10
5998,,1,43264,114.0,2021-11-10
5999,,8,165563,37.74,2021-11-10
6000,,17,204516,322.97,2021-11-10
6001,,13,71,422.8,2021-11-10
6002,,11,13642,232.91,2021-11-10
6003,,15,172062,100.48,2021-11-10
6004,,15,17161,199.48,2021-11-10
6005,1187,13,1445,138.13,2021-11-10
6006,,2,173761,100.68,2021-11-10
6007,917,8,150926,283.28,2021-11-12
6008,,13,40235,105.68,2021-11-12
6009,,10,398,111.78,2021-11-12
6010,,17,316,142.2,2021-11-12
6011,,15,233078,377.96,2021-11-12
6012,1197,4,204286,1567.78,2021-11-12
6013,,3,99808,93.88,2021-11-12
6014,,3,35570,223.0,2021-11-12
6015,,9,185589,421.8,2021-11-12
6016,,14,42560,288.6,2021-11-12
6017,,8,155362,466.1,2021-11-12
6018,,9,150484,520.6,2021-11-12
6019,,9,143404,106.46,2021-11-12
6020,,1,98443,353.0,2021-11-12
6021,,5,1717,156.4,2021-11-12
6022,917,13,9139,100.68,2021-11-12
6023,,6,122891,403.38,2021-11-12
6024,,4,443,364.2,2021-11-12
6025,573,11,159515,52.84,2021-11-12
6026,,11,1430,570.0,2021-11-12
6027,491,8,9910,214.12,2021-11-12
6028,,7,30658,278.36,2021-11-12
6029,732,5,35293,119.96,2021-11-12
6030,,16,6931,136.2,2021-11-12
6031,,13,104710,335.0,2021-11-12
6032,,16,189660,429.4,2021-11-12
6033,,6,144568,267.4,2021-11-12
6034,1058,2,950,136.67,2021-11-12
6035,,8,133473,45.91,2021-11-12
