game_id,name,description,min_players,max_players,avg_time,avg_rating,age,availability,category,price,rent_price
72321,The Networks,"TV executives compete for stars, shows, and ads to ensure their network is #1.",1,5,90,7.30955,13,5085,"Economic, Movies / TV / Radio theme",217.92,5
939,Star Wars: The Queen's Gambit,Recreate the climactic scenes from Star Wars: Episode I - The Phantom Menace.,2,4,120,7.55093,12,2265,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",1554.0,20
89409,BattleCON: War of Indines,Combine a shared moveset with characters' unique style in this card battler.,2,4,15,7.84005,9,2751,"Card Game, Fighting, Print & Play",266.4,5
2398,Cribbage,"Sum to 15, peg to 121 and score the crib in this classic and unique card game.",2,4,30,7.02779,10,9499,Card Game,243.98,5
194879,Not Alone,The shipwrecked Hunted try to escape Artemia while eluding pursuit by the Creature.,2,7,45,7.16953,10,6739,"Bluffing, Card Game, Deduction, Science Fiction",93.2,2
45986,Stronghold,"Humans hold a stronghold against orc, goblin and troll invaders.",2,4,120,7.22674,10,4973,"Fantasy, Fighting, Medieval",155.4,5
203417,Exit: The Game – The Secret Lab,Solve difficult clues to escape this sinister lab -lest you become the test subject.,1,6,150,7.32654,12,5530,"Deduction, Puzzle, Real-time",76.46,2
170561,Valeria: Card Kingdoms,"Use magic, money, and might to recruit citizens, defeat monsters, and conquer lands.",1,5,45,7.49088,13,3755,"Card Game, Dice, Fantasy",266.4,5
168917,Smash Up: Pretty Pretty Smash Up,"Battling just got cuter with Princesses, Kitty Cats, Fairies, and Mythical Horses!",2,2,45,7.3943,14,8653,"Animals, Card Game, Fantasy, Humor",57.68,2
191977,The Castles of Burgundy: The Card Game,"Watch your estate grow as you settle, build, mine, and trade in the Loire Valley.",1,4,60,7.16506,12,8266,Card Game,79.48,2
45,Liar's Dice,"Roll dice, take a chance, and bluff your way to victory in this game of luck!",2,6,30,6.92017,8,12845,"Bluffing, Dice, Movies / TV / Radio theme, Party Game",111.0,5
554,La Città,"Attract citizens to your cities, but don't forget you have to feed them!",2,5,120,7.08157,12,6052,"City Building, Civilization, Renaissance, Territory Building",79.92,2
229220,Santa Maria,Build and maximize your polyomino colony in the New World.,1,4,90,7.75781,12,2251,"Civilization, Farming",110.56,5
147151,Concept,Select icons to help your team guess a secret word or phrase.,4,12,40,6.92539,10,15891,"Deduction, Party Game",119.84,5
153016,Telestrations: 12 Player Party Pack,Let the hilarity begin as you try your best to draw and interpret sketches.,4,12,30,7.78661,12,2839,Party Game,150.96,5
160851,Lanterns: The Harvest Festival,Decorate the lake with floating lanterns and dedicate your cards to gain honour!,2,4,30,7.01032,8,11297,none,213.12,5
19600,Antike,Historical empires develop and confront each other to dominate the ancient world.,2,6,120,7.10967,12,3593,"Ancient, Civilization, Fighting, Nautical, Territory Building",97.68,2
8051,Attika,Construct your classical Greek city using resources on the board and cards.,2,4,60,7.02025,10,5564,"Ancient, City Building, Territory Building",75.48,2
37380,Roll Through the Ages: The Bronze Age,Roll and Civilize your way to victory with an ancient Mediterranean empire.,1,4,45,6.90027,8,11743,"Ancient, City Building, Civilization, Dice",66.6,2
160018,Smash Up: Monster Smash,"Classic monsters invade Smash Up.  Vampires, Mad Scientists, Werewolves, & Giant Ants",2,2,45,7.4108,12,7886,"Card Game, Fantasy, Humor, Mythology, Science Fiction, Zombies",76.77,2
171669,Discoveries,Draft dice to record your discoveries & befriend tribes as you journey westward.,2,4,60,7.18006,14,5014,"American West, Dice",177.6,5
432,6 nimmt!,"Choose sequential cards for rows simultaneously, but avoid adding the 6th card!",2,10,45,6.88766,8,18612,Card Game,28.37,2
51,Ricochet Robots,Be the first to solve a spatial puzzle using hard-controlled robots to win!,1,99,30,6.9983,10,6825,"Abstract Strategy, Maze, Puzzle, Real-time",532.8,10
904,Dream Factory,Bid contracts to produce films with the best directors and stars.,2,5,60,7.06256,10,4713,Movies / TV / Radio theme,199.8,5
173,Formula Dé,Use custom dice to race on Formula 1 courses.,2,10,120,6.98873,10,7437,"Racing, Sports",97.68,2
30645,Tammany Hall,Fight for political power in New York during the era of Boss Tweed.,3,5,90,7.26487,12,3829,"Negotiation, Political, Territory Building",204.02,5
172047,The Others,Faith is pitted against the sins as the Apocalypse arrives.,2,5,90,7.55322,14,5221,"Fantasy, Fighting, Horror, Miniatures",266.4,5
122298,Morels,"Walk through the woods, collect mushrooms, and cook them up for tasty points.",2,2,30,7.04811,10,9172,"Card Game, Educational",46.58,2
65244,Forbidden Island,The island is sinking! Will the brave adventurers save the treasures in time?,2,4,30,6.83616,10,52839,"Adventure, Fantasy",53.28,2
22825,Tide of Iron,Simulate tactical combat between America and Germany on the Western front (‘44 – ‘45),2,4,120,7.23878,12,5676,"Miniatures, Wargame, World War II",377.4,5
131646,Merchant of Venus (second edition),"Explore the galaxy, discover new alien civilizations, and deliver needed goods.",1,4,240,7.20226,14,5873,"Economic, Exploration, Science Fiction, Space Exploration, Transportation",555.0,10
161866,Zombicide Season 3: Rue Morgue,,1,12,180,7.6845,14,5261,"Horror, Miniatures, Zombies",843.6,10
67492,Battles of Westeros,Strategically outmaneuver your opponent with familiar Game of Thrones characters.,2,2,120,7.34418,12,4593,"Fantasy, Fighting, Medieval, Miniatures, Novel-based, Wargame",246.38,5
66505,The Speicherstadt,"Collect goods, trade with merchants and put out fires in Hamburg.",2,5,45,7.06278,8,4356,Economic,222.0,5
224597,Warhammer Underworlds: Shadespire,"Grab your army, build your deck and use your 12 actions to achieve victory.",2,2,30,8.2268,12,2418,"Card Game, Collectible Components, Dice, Fantasy, Fighting, Miniatures",177.6,5
8045,Princes of the Renaissance,Choose the most profitable side in a series of conflicts to further your own glory!,3,6,180,7.4455,12,2417,"Economic, Negotiation, Renaissance",213.12,5
16747,Tumblin-Dice,Flick and push dice down wooden platforms and knock out the competition to win!,2,4,45,7.17312,13,3036,"Action / Dexterity, Dice, Party Game",577.16,10
104710,Wiz-War (eighth edition),Duel for your life in an ever-changing labyrinth as you race to capture treasure.,2,4,60,7.11158,14,6142,"Fantasy, Fighting",333.0,5
154458,Akrotiri,"Explore the Aegean Sea, connect trade routes, and discover temples by placing tiles.",2,2,45,7.33757,13,4023,"Civilization, Exploration",159.4,5
156776,"Warhammer 40,000: Conquest","Take the part of a warlord, leading glorious armies in a two-player Living Card Game.",2,2,45,7.42513,14,4556,"Card Game, Collectible Components, Fighting",266.4,5
60,Vinci,Control one civilization after another to expand quickly throughout the land.,3,6,90,7.11594,14,3523,"Ancient, Civilization, Territory Building",421.8,5
104363,Rex: Final Days of an Empire,"In the final days of the Empire, players struggle for control of Mecatol City.",3,6,120,7.13665,14,6473,"Fighting, Negotiation, Political, Science Fiction",222.0,5
184921,Bunny Kingdom,"Adorable bunnies build cities, harvest carrots, and go on missions to be ""Big Ears!""",2,4,60,7.43279,12,3126,"Animals, Medieval, Territory Building",199.58,5
224,History of the World,Build History by expanding 6 Civilizations: who will Dominate the World ?,3,6,180,7.12319,12,4950,"Ancient, Civilization, Medieval, Renaissance, Wargame",62.16,2
205398,Citadels,Thief? King? Warlord? Draft the best temporary roles in this kingdom building game.,2,8,60,7.54346,10,4436,"Bluffing, Card Game, City Building, Fantasy, Medieval",280.3,5
91514,Rhino Hero,Build a giant tower and try to make your opponent be the one to let it collapse.,2,5,15,7.01468,5,8952,"Action / Dexterity, Animals, Children's Game, Party Game",39.92,2
72287,Mr. Jack Pocket,Can Mr Jack outsmart Holmes and Watson by hiding long enough?,2,2,15,6.97763,14,9840,"Bluffing, Deduction, Murder/Mystery, Post-Napoleonic",75.44,2
38054,Snow Tails,"Race your dogsled in the icy tracks, managing the bends and slippery grips.",2,5,60,6.99249,10,5587,"Animals, Racing, Sports",310.8,5
27588,Zooloretto,Add to or take an animal collection? Build the best zoo and fill those pens.,2,5,45,6.86304,8,15456,Animals,221.56,5
55427,Mr. Jack in New York,Jack has fled to NYC and changed identity. Can you catch him on a new ground?,2,2,30,7.29592,14,3647,"Deduction, Murder/Mystery",155.4,5
154825,Arkwright,Amass wealth as a manufacturing entrepreneur — embrace the industrial revolution.,2,4,240,7.90991,12,2209,"Economic, Industry / Manufacturing",555.0,10
203427,Fabled Fruit,Collect fruit and craft delicious juices while your action options change and shift.,2,5,30,7.17216,8,5049,"Animals, Card Game",128.63,5
221965,The Fox in the Forest,"In this trick-taking game for 2, you must win more than your rival—but not too much!",2,2,30,7.49035,10,4377,"Animals, Card Game, Fantasy",71.0,2
198953,Pax Renaissance,Shrewd Renaissance bankers sway 15-16th Century European powers for personal gains.,2,4,120,8.11959,12,2781,Renaissance,399.6,5
38823,Conflict of Heroes: Storms of Steel! – Kursk 1943,Fast-playing East Front game that adds new units and maps to the CoH game system.,1,4,120,7.77091,12,2368,"Wargame, World War II",75.48,2
165838,Space Hulk (fourth edition),Elite space marines face an onslaught of alien horror aboard an abandoned spaceship.,2,2,60,8.02654,12,3493,"Fighting, Miniatures, Science Fiction",2300.63,20
59946,Dungeons & Dragons: Castle Ravenloft Board Game,The master of Ravenloft is having guests for dinner – and you are invited!,1,5,60,6.97968,12,12502,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures",308.36,5
183840,Oh My Goods!,Risk it all in the markets and work hard to construct chains of production buildings.,2,4,30,7.01608,10,10136,"Card Game, Economic, Medieval",64.38,2
180680,Automobiles,Customize the best race car to win the race in this bag building game.,2,5,75,7.42683,10,2344,"Racing, Sports, Transportation",555.0,10
187617,Nemo's War (second edition),"Sail the Seven Seas as the hardened captain Nemo, fighting the Imperialist powers.",1,4,120,8.18572,13,3119,"Adventure, Exploration, Nautical, Novel-based, Science Fiction, Travel, Wargame",437.25,5
15512,Diamant,How deep into a dangerous mine dare you explore before leaving with your riches?,3,8,30,6.82563,8,16588,"Adventure, Bluffing, Exploration",221.78,5
135382,Shadowrun: Crossfire,Be a Runner. Fight the Megacorps!,1,4,60,7.24327,13,4778,"Adventure, Card Game, Fantasy, Science Fiction",199.8,5
215311,Downforce,"Auction, bet, race! You can lose the race and still win the game.",2,6,40,7.48698,10,2824,Racing,239.32,5
220520,Caverna: Cave vs Cave,"Excavate, dig and mine your way to victory in this 2 player version of the original.",1,2,40,7.38701,10,4915,"Economic, Fantasy, Farming",126.98,5
193949,Star Trek: Ascendancy,"Romulans, Klingons, and Federation compete for galactic supremacy.",3,3,180,7.80488,14,3306,"Civilization, Exploration, Movies / TV / Radio theme, Negotiation, Science Fiction, Space Exploration, Territory Building, Wargame",416.87,5
2093,Mahjong,"Use the Winds, Dragons and suit tiles you draw to finish with the best hand!",3,4,120,7.01416,8,7432,Abstract Strategy,554.78,10
150999,Valley of the Kings,Prove your worth to the gods by being entombed with the most possessions.,2,4,45,7.12206,14,5560,"Ancient, Card Game, Religious",75.48,2
551,Battle Cry,Take command and re-live Civil War battles in the first Command and Colors game.,2,2,45,7.15575,10,4012,"American Civil War, Wargame",399.6,5
41,Can't Stop,Roll dice to claim three columns. Risk everything earned this turn with each roll.,2,4,30,6.84603,9,9486,Dice,421.8,5
122522,Smash Up,Combine two awesome factions and battle opponents to see who rules.,2,4,45,6.84252,12,30780,"Card Game, Fantasy, Humor, Pirates, Science Fiction, Zombies",181.73,5
94246,1812: The Invasion of Canada,Operational level wargame well-suited for team play in the War of 1812.,2,5,90,7.39363,10,2520,"Educational, Wargame",336.29,5
97903,Terror in Meeple City,Smash! Stomp! Chomp! Your monster can destroy it all with the flick of a finger.,2,4,45,6.92155,8,10204,"Action / Dexterity, Horror",355.2,5
197070,Massive Darkness,Join the adventures of the Lightbringers in a dungeon inhabited by monsters and foes.,1,6,180,7.54974,14,6071,"Adventure, Exploration, Fantasy, Fighting, Miniatures",110.78,5
158435,Dogs of War,"Worker Placement meets Tug of War as you influence multiple battles, also hats.",3,5,75,7.54769,14,2665,"Abstract Strategy, Fantasy, Negotiation, Renaissance, Wargame",555.0,10
50768,Ninjato,"Ninjas raid noble homes to claim tools, techniques and allies. Who will dare to win?",2,4,60,7.25124,12,2666,"Fighting, Medieval, Political",1091.8,15
18100,China,Use houses and emissaries to gain dominance over the different regions of China!,3,5,45,7.01658,12,4163,"Ancient, Territory Building",115.0,5
157403,Black Fleet,"Lead a fleet of ships, collect doubloons, pay the ransom for the governor's daughter.",3,4,60,7.0705,14,6496,"Nautical, Pirates, Transportation",399.6,5
204027,Cottage Garden,Select and plant polyomino flower tiles to complete your beds and earn points.,1,4,60,7.0398,8,6492,"Farming, Puzzle",355.16,5
137649,Level 7 [Omega Protocol],Coordinate tactics with your squadmates in order to neutralize an alien threat.,2,6,90,7.52989,14,3124,"Fighting, Horror, Miniatures, Science Fiction",594.96,10
66056,Rivals for Catan,Duel to build the best kingdom in different eras of Catan.,2,2,120,7.0429,10,9155,"Card Game, City Building, Medieval, Territory Building",155.18,5
17396,Manoeuvre,Tactical napoleonic battles with chess-size 64 spaces game board.,2,2,60,7.31548,10,2927,"Napoleonic, Wargame",222.0,5
171233,The Big Book of Madness,Work together with your classmates to magically dispel demons and save your school!,2,5,90,7.08346,12,6547,"Card Game, Fantasy",170.5,5
191051,Outlive,"Place your apocalypse team to secure items, events, & resources then build a base.",2,4,110,7.59944,14,3082,Science Fiction,510.6,10
104020,Vanuatu,Cutthroat competition for prosperity in a tropical paradise.,2,5,90,7.26833,12,2129,"Economic, Nautical",124.32,5
136991,Loony Quest,"Draw a line from fire to dynamite and defeat a boss. Look at him, but draw elsewhere.",2,5,30,7.05983,8,5609,"Action / Dexterity, Fantasy, Real-time",177.6,5
178336,World's Fair 1893,Be the leading exhibitor at the famous fair when the big wheel finally stops.,2,4,45,7.28906,10,3669,Post-Napoleonic,254.77,5
5737,Domaine,Good fences make good neighbors. Stealing territory with more knights helps too.,2,4,60,7.02053,12,4681,"Medieval, Territory Building",510.56,10
181687,The Pursuit of Happiness,"Live your life to the fullest! Start relationships, careers, hobbies, and many more.",1,4,90,7.28303,12,3714,Economic,532.8,10
1634,Warhammer Quest,Dungeon adventures in the Warhammer World.,1,4,120,7.42467,12,2763,"Adventure, Exploration, Fantasy, Fighting, Miniatures",8.88,2
179172,Unfair,"Create thematic fun parks, hire staff and attract guests galore!",2,5,125,7.45879,14,4199,"Card Game, City Building, Economic, Print & Play",254.77,5
185589,Islebound,"Collect treasure, hire crew, and conquer or befriend the archipelago's island towns.",2,4,120,7.33647,13,4245,Nautical,421.8,5
25669,Qwirkle,Complete a set of shapes or colors among the criss-crossing tiles for big points!,2,4,45,6.80617,6,20344,Abstract Strategy,106.56,5
68264,No Retreat! The Russian Front,Choose a side and lead it to victory in this epic struggle!!,1,2,360,7.8546,12,2593,"Wargame, World War II",333.0,5
152162,Diamonds,Gem collectors compete to take handfuls of precious jewels.,2,6,30,7.00904,8,5995,Card Game,97.46,2
151007,Pathfinder Adventure Card Game: Skull & Shackles – Base Set,Level up your party in this card-and-dice fantasy campaign set on the high seas.,1,4,120,7.41393,13,5294,"Card Game, Fantasy, Fighting, Pirates",66.6,2
35497,Fauna,Being close is what counts in this game about animal characteristics.,2,6,60,7.06344,8,3821,"Animals, Educational, Trivia",104.3,5
142326,Eight-Minute Empire: Legends,Build a legendary empire that eclipses your rivals in just 8 minutes!,2,4,32,7.04841,13,5925,"Civilization, Exploration, Mythology, Territory Building",258.81,5
200077,Mint Works,Build a mint manufacturing plant in this portable introduction to worker placement.,1,4,20,7.26886,13,4721,"Card Game, Economic, Industry / Manufacturing",53.28,2
207691,Railroad Revolution,Grow your railroad company to become the greatest tycoon of 19th century America.,2,4,90,7.45682,12,2462,Trains,155.4,5
130176,Tales & Games: The Hare & the Tortoise,"Every animal moves at its own pace, so you never know if your bets will pay off.",2,5,20,7.16474,7,4737,"Animals, Card Game, Children's Game, Novel-based, Racing",310.8,5
71671,Yggdrasil,Cooperate with other players to defeat the Norse gods intent on unleashing Ragnarok.,1,6,90,7.06913,13,3424,Mythology,555.0,10
164265,Witness,Whisper your clues to fellow agents and solve 64 unique cases.,4,4,15,7.36558,13,3068,"Comic Book / Strip, Deduction, Memory, Murder/Mystery",155.4,5
183880,Risk: Star Wars Edition,The Empire and the Rebellion go head to head in three theaters of war...not Risk!,2,4,45,7.15849,10,6778,"Movies / TV / Radio theme, Science Fiction, Wargame",345.65,5
23094,Planet Steam,"In post apocalyptic planet, auctions and resource market to be the richest.",2,5,120,7.21825,14,4631,"Economic, Science Fiction",39.96,2
27364,Caylus Magna Carta,"Build and use workers along an expanding road, but beware the fun crushing provost.",2,4,75,6.9514,10,6283,"Card Game, City Building, Economic, Medieval",111.0,5
127518,A Distant Plain,"Counter-insurgency Afghanistan: Government, Coalition, Taliban and Warlords compete.",1,4,300,7.96474,12,2882,"Modern Warfare, Wargame",577.2,10
1465,Wizard,"Predict how many tricks you'll win, with the help of Wizards and Jesters.",3,6,45,6.90004,10,9768,Card Game,39.92,2
191231,Via Nebula,Clear clouds from a meadow of riches to be the first to build out your settlement.,2,4,60,7.17849,12,3523,"Territory Building, Transportation",142.08,5
131260,Qwixx,Use everyone's dice rolls to mark off numbers—but you can't go back once you pass.,2,5,15,6.90541,8,9299,Dice,51.9,2
8203,"Hey, That's My Fish!","Quest for the most fish, but don't get stranded as ice disappears beneath your feet.",2,4,20,6.74619,8,20598,"Abstract Strategy, Animals",88.8,2
121410,Steam Park,"Ready, set, roll! Create the best robot amusement park!",2,4,60,6.94551,8,7294,"City Building, Dice, Real-time, Science Fiction",155.4,5
38159,Ultimate Werewolf: Ultimate Edition,Werewolves have descended upon your village! Who will survive?,5,68,90,7.0987,8,5609,"Bluffing, Card Game, Deduction, Horror, Murder/Mystery, Negotiation, Party Game",133.2,5
1382,Winner's Circle,Bet on 7 different horses over 3 races to see who can make the most cash.,2,6,60,6.96469,10,4262,"Animals, Racing, Sports",390.68,5
42910,Peloponnes,"In ancient Greece, build up your population and power. Beware the disasters!",1,5,45,7.15768,10,2564,"Ancient, City Building, Civilization",266.4,5
124,Primordial Soup,Increase your amoeba population and evolve powers to help it thrive.,3,4,90,6.96041,12,5040,Prehistoric,199.76,5
34084,Witch's Brew,Collect ingredients and make valuable potions by outguessing your opponents.,3,5,45,7.03685,9,3449,"Bluffing, Card Game, Fantasy",88.36,2
57390,Catacombs,"A barbarian, a thief, a wizard, and an elf walk into a dungeon...",2,5,90,7.1354,12,3430,"Action / Dexterity, Adventure, Fantasy, Fighting",62.16,2
1608,Ambush!,Lead a squad through a series of WWII tactical engagements straight outta Hollywood!,1,1,240,7.4028,12,4073,"Exploration, Fighting, Wargame, World War II",288.6,5
91536,Quarriors!,"Use dice to capture, summon and battle with creatures to become the Champion!",2,4,30,6.79212,14,15853,"Dice, Fantasy, Fighting",310.58,5
37628,Haggis,Climbing card-game ideal for two or three players.,2,3,45,7.01172,13,5447,Card Game,421.8,5
4099,Keythedral,Farmers go to work fields to collect the resources needed to build the Keythedral.,2,5,90,7.07988,8,3301,"City Building, Medieval",377.4,5
221,Ikusa,Expand your influence and lead your armies to victory in feudal Japan!,2,5,360,7.01197,12,7397,"Civil War, Wargame",954.6,10
44163,Power Grid: Factory Manager,Try to maximize profit and energy efficiency in the World of Power Grid.,2,5,60,6.88768,12,6161,"Economic, Industry / Manufacturing",148.65,5
197443,Fugitive,A quick card chase; will the fugitive escape or will the detective crack the case?,2,2,20,7.37123,10,4338,"Bluffing, Card Game, Deduction, Number, Spies/Secret Agents",132.4,5
21523,Runebound (Second Edition),Adventure and gain life experience until you can beat the Dragon!,2,6,240,6.8982,12,9591,"Adventure, Exploration, Fantasy, Fighting",377.4,5
154086,Gold West,The ecstasy of gold lures you to create the most prosperous mining empire.,2,4,60,7.46044,13,1922,"American West, Economic, Territory Building",219.78,5
236191,London (second edition),"Draft cards, avoid debt, and run your industrial engine to rebuild London.",2,4,90,7.74692,14,2256,"Card Game, City Building",166.54,5
30381,Hamburgum,"Families produce and trade goods, and build up Hamburg in the 17th Century.",2,5,75,7.07104,12,3066,"City Building, Economic",333.0,5
125678,DC Comics Deck-Building Game,Build a powerful deck to thwart super-villains in defense of the DC universe.,2,5,45,7.01418,15,7418,"Card Game, Comic Book / Strip",196.6,5
159473,Quartermaster General,"Secure supply, plan strategies, and as a team win the Second World War.",2,6,90,7.44989,12,1953,"Wargame, World War II",263.65,5
121297,Fleet,"Acquire licenses, launch boats, and fish the great briny blue.",2,4,45,6.97382,10,5568,"Card Game, Nautical",97.46,2
6830,Zendo,Players build structures to try to figure out the moderator's secret rule!,3,5,60,7.27199,8,1952,"Abstract Strategy, Deduction, Puzzle",168.5,5
157001,Trains: Rising Sun,A stand-alone expansion to build a dynamic rail system across Japan.,2,4,45,7.55387,12,3227,"Card Game, Territory Building, Trains",266.4,5
195137,Catacombs (third edition),Flick down the door and slay monsters in this dexterity-based dungeon delve!,2,5,90,7.75408,14,2849,"Action / Dexterity, Adventure, Fantasy, Fighting",244.16,5
2507,Liberté,Manipulate your influence in 3 factions to win elections in the French Revolution.,3,6,120,7.17516,12,3067,"Napoleonic, Political",66.6,2
823,Lord of the Rings,"Cooperatively play cards, progress across adventure boards, and destroy the One Ring.",2,5,90,6.769,12,19669,"Adventure, Fantasy, Novel-based",310.8,5
123955,Thunderbolt Apache Leader,"Plan the missions, select the team & pray the pilots return successfully—or at all.",1,1,90,8.14439,12,2240,"Aviation / Flight, Modern Warfare, Wargame",332.78,5
230,Merchant of Venus,Turn the biggest profit as you deliver goods across a mysterious star cluster.,1,6,180,7.16901,12,3008,"Economic, Exploration, Science Fiction, Space Exploration, Transportation",377.4,5
833,For the People,Take the role of Abraham Lincoln or Jefferson Davis during the American Civil War.,2,2,360,7.71986,12,3486,"American Civil War, Wargame",155.4,5
132372,Guildhall,"Ignite abilities of historians, dancers, assassins to fill chapters in your guildhall",2,4,45,7.00334,10,4278,"Card Game, Medieval",843.6,10
157526,Viceroy,Bid your gems to recruit and build your pyramid of power!,1,4,60,6.95435,12,7505,"Bluffing, Card Game, City Building, Civilization, Fantasy, Negotiation",39.96,2
8989,Hansa,"Buy & sell colorful goods in Hanseatic cities. Ship location is key, so move wisely!",2,4,60,6.90325,10,5483,"Economic, Medieval, Nautical, Transportation",155.4,5
91873,Strasbourg,Get your family members into craft guilds using a unique bidding system.,3,5,60,7.17876,12,2396,"City Building, Economic, Medieval",865.8,10
19100,Hacienda,"Become the savviest rancher, linking land & herds together before the deck runs out!",2,5,90,6.96426,10,3755,"Animals, Economic, Farming, Territory Building",266.18,5
207830,5-Minute Dungeon,"Explore a dungeon, kill monsters, and defeat a boss...all in 5 minutes!",2,5,30,7.38778,8,4079,"Card Game, Fantasy, Fighting, Real-time",177.6,5
39953,A Game of Thrones: The Card Game,Command Westeros' factions and plot your path to the Iron Throne.,2,4,60,6.91767,14,9206,"Card Game, Collectible Components, Fantasy, Fighting, Medieval, Negotiation, Novel-based",39.96,2
40793,Dice Town,Make the best hand of poker dice. A little money may improve your chances.,2,5,45,6.85118,10,6651,"American West, Dice",211.3,5
157809,Nations: The Dice Game,"Use your dice to build the best civilization, by getting leaders, wonders, colonies.",1,4,40,6.97834,14,3853,"Civilization, Dice",142.08,5
140933,Blueprints,"Follow the Blueprints, or your own architectural style with a mix of materials!",2,4,30,6.89681,14,6622,Dice,177.56,5
53093,Heroes of Normandie,Skirmish-sized warfare in pure Hollywood style!,2,2,60,7.56505,14,3723,"Wargame, World War II",288.6,5
855,Java,"As a Javanese ruler, become the dominant force in this underdeveloped area.",2,4,120,7.02909,12,4427,City Building,310.8,5
164338,The Golden Ages,Let your civilization grow till it reaches its Golden Age.,2,4,90,7.36403,12,2317,"Civilization, Territory Building",44.4,2
60435,Rallyman,Go for the last second!,1,4,45,7.24783,9,2878,"Racing, Sports",333.0,5
37836,Julius Caesar,Bring the drama of the Roman Civil War to life in this card driven block game.,2,2,120,7.76936,12,1733,"Ancient, Civil War, Wargame",283.94,5
17329,Animal Upon Animal,Try not to topple the animals as they climb on top of each other!,2,4,15,6.86472,4,8153,"Action / Dexterity, Animals, Children's Game",87.87,2
527,GIPF,Cycle your own pieces while slowly depleting your opponent's reserve.,2,2,60,7.1229,9,3971,Abstract Strategy,234.34,5
154246,La Isla,Deploy explorers into a wondrous island where many extinct species survive.,2,4,60,6.94361,10,6291,Animals,75.48,2
95103,Fortune and Glory: The Cliffhanger Game,Feel like Indiana Jones on the hunt for ancient artifacts around the world.,1,8,240,7.09638,12,5155,"Adventure, Miniatures",777.0,10
147303,Carcassonne: South Seas,Will you become the best captain this variant to the classic game Carcassonne?,2,5,35,7.16497,8,3867,"Economic, Nautical",1580.11,20
25643,Arkadia,"Place workers and buildings, get and cash seals as your manipulate their market value",2,4,60,6.93675,10,4052,City Building,177.56,5
174660,New York 1901,Collect cards to build iconic New York City skyscrapers in the early 20th century.,2,4,60,6.93593,8,6804,City Building,110.96,5
207336,Honshū,Lords and ladies from feudal Japan compete on who can create the greatest land.,2,5,40,7.07358,8,4502,"Card Game, City Building, Territory Building",59.76,2
1261,Medina,"Collaboratively build a desert city of palaces, but claim the best ones for yourself.",3,4,60,7.06401,10,3447,"Abstract Strategy, City Building",266.4,5
35815,A Touch of Evil: The Supernatural Game,Dashing heroes battle fiendish creatures in Colonial America.,2,8,90,6.9789,12,6004,"Adventure, Fighting, Horror, Murder/Mystery",97.68,2
25821,The Werewolves of Miller's Hollow,Be a villager and lynch the werewolves... unless you are a werewolf yourself.,8,18,30,6.82049,10,12539,"Bluffing, Deduction, Horror, Murder/Mystery, Party Game",51.02,2
143884,Machi Koro,"Develop a city, complete with impressive landmarks, as the Mayor of Machi Koro.",2,4,30,6.70289,10,29575,"Card Game, City Building, Dice",83.47,2
278,Catan Card Game,"Build buildings with special abilities, hire helpers, and more in this 2-player game.",2,2,90,6.75461,10,18677,"Card Game, City Building, Territory Building",79.43,2
35052,Axis & Allies Anniversary Edition,"Will history repeat itself, or will you change the outcome?",2,6,360,7.41206,12,2822,"Wargame, World War II",1753.8,20
111124,Dark Moon,Who is Infected?  Stay alive throughout the sabotage from the hidden traitor(s).,3,7,75,7.10376,12,3714,"Bluffing, Deduction, Dice, Movies / TV / Radio theme, Print & Play, Science Fiction, Space Exploration, Spies/Secret Agents",150.96,5
11825,Empire of the Sun,Strategic-level conflict simulation covering the Pacific War between US and Japan.,1,2,360,7.96707,12,3038,"Nautical, Wargame, World War II",288.38,5
184151,Legend of the Five Rings: The Card Game,Build two decks. Fight on battles and at Court. Take your Clan to Honor and Glory.,2,2,90,7.97441,14,2619,"Card Game, Collectible Components, Fantasy",190.83,5
13823,Fairy Tale,Fairy-themed card-drafting game with plenty of player interaction.,2,5,30,6.76148,10,10972,"Card Game, Fantasy",333.0,5
75449,Firenze,Battle to create the most magnificent towers in Renaissance Florence.,2,4,60,7.27098,12,1821,"Economic, Renaissance",421.8,5
15126,Advanced Squad Leader: Starter Kit #2,"Continues the ASL learning journey adding guns, lots of guns!",2,2,180,7.89965,12,2504,"Wargame, World War II",124.32,5
156858,Black Orchestra,Team up to conceive and enact a plot to assassinate Hitler.,1,5,90,7.61798,14,2842,"Spies/Secret Agents, World War II",300.28,5
177802,Smash Up: It's Your Fault!,The set YOU chose!  Four factions decided on by the players.,2,2,60,7.68875,14,4618,"Card Game, Fantasy, Horror, Humor, Medieval, Mythology, Science Fiction, Spies/Secret Agents, Zombies",130.45,5
134352,Two Rooms and a Boom,Help the president or hunt him down in this social deduction game for 6-30 players.,6,30,15,7.04596,8,5092,"Bluffing, Card Game, Deduction, Negotiation, Party Game, Print & Play, Spies/Secret Agents",710.4,10
176544,Automania,Make cars to suit your customers' needs and pick the right market to sell them to!,2,4,90,7.38759,12,2145,"Economic, Industry / Manufacturing",555.0,10
145639,Coconuts,"Launch soft, rubber coconuts into cups and use them to build your tower first!",2,4,20,7.08549,6,4119,"Action / Dexterity, Children's Game",133.2,5
